,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
50355,5757 Wayne Newton Blvd,,5QSkZrMVgt2g64vj88rnoA,"Hotels & Travel, Transportation, Airlines, Airports",Las Vegas,,1,36.084552,-115.153824,Aeromexico,Southeast,89119,7,1.0,NV
50574,6005 Las Vegas Blvd S,{'BusinessAcceptsCreditCards': 'True'},eApEhjLNjLH_ZEwgRT0amA,"Airports, Local Services, Hotels & Travel",Las Vegas,,1,36.080121972,-115.170681483,Signature Flight Support,Southeast,89119,6,5.0,NV
50577,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'False', 'Smoking': 'no', 'WiFi': 'no'}",Zn1_GLLdjvVDg2Na-fsnxA,"Nightlife, Bars",Las Vegas,,1,36.0839998,-115.1537389,Belgian Beer Cafe,Southeast,89119,9,2.0,NV
51632,"5905 Eastern Ave, Ste 104","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",ywtDqnrLeWzG7Q-9ORmSsA,"Chinese, Restaurants",Las Vegas,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:30'}",1,36.0817851827,-115.119440965,China Dragon,Southeast,89119,90,3.5,NV
51681,5050 Paradise Rd,,88hHk5Ph4C_sAc5SWYJwlQ,"Hotels & Travel, Car Rental",Las Vegas,,1,36.0977086,-115.148363,Dream Car Rentals,Southeast,89119,22,1.5,NV
52078,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",ZsKWULhwwB61RHzCrb1i9A,"Restaurants, Mexican",Las Vegas,,1,36.080542,-115.146459,Blue Burrito Grille,Southeast,89119,32,2.5,NV
52121,5140 S Maryland Pkwy,{'BusinessAcceptsCreditCards': 'True'},T1zSZv_bDuPN8-y30xp03g,"Tires, Oil Change Stations, Auto Repair, Automotive",Las Vegas,"{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-16:0'}",1,36.096503,-115.136361,Meineke Car Care Center,Southeast,89119,30,3.5,NV
52409,"5757 Wayne Newton Blvd, Fl 2, Terminal 1, Code 3 Emergency Room","{'AcceptsInsurance': 'True', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}",9dz3APQ3My0SGRqQj2mZOQ,"Diagnostic Services, Urgent Care, Health & Medical, Diagnostic Imaging, Drugstores, Shopping",Las Vegas,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",1,36.0839998,-115.1537389,Code 3 Urgent Care,Southeast,89119,27,5.0,NV
52492,3801 Las Vegas Blvd S,{'GoodForKids': 'True'},2HjJeq0iwPeiJ4lR5Vf9NQ,"Arts & Entertainment, Performing Arts",Las Vegas,,1,36.0990448,-115.1704519,Xtreme Magic starring Dirk Arthur,The Strip,89101,10,3.0,NV
52496,5757 Wayne Newton Blvd,,TTDMJetAQKfxVzKZy4Z_2Q,"Hotels & Travel, Transportation, Airports, Airlines",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.08572,-115.153224,Allegiant Air,Southeast,89119,699,1.5,NV
52518,5757 Wayne Newton Blvd,,ecBpMmQGGlUWtvPNkoYBIA,"Hotels & Travel, Transportation, Airlines",Las Vegas,,1,36.0854286,-115.149927,JetBlue,Southeast,89111,128,3.0,NV
53874,"5757 Wayne Newton Blvd, Terminal 3, Gate E",,ALs7YhIgVNkF_40aofFqCw,"Airlines, Hotels & Travel, Transportation, Airports",Las Vegas,,1,36.0838389,-115.148385,WestJet,Southeast,89119,3,3.5,NV
54349,4901 S Eastern Ave,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",MUQS2XkrFl8QxCUHgSIzLA,"Steakhouses, Burgers, Buffets, Restaurants",Las Vegas,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-22:0'}",0,36.0996904,-115.1195912,Dessy B's Steak House,Southeast,89119,145,3.5,NV
54861,5757 Wayne Newton Blvd,,99J_T7NS-Wojhl5JVqnSxw,Public Services & Government,Las Vegas,,1,36.0849929,-115.1511348,TSA Checkpoint Terminal 1 - A/B - Mccarran International Airport,Southeast,89119,7,1.5,NV
55517,,"{'Alcohol': 'none', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",oRcOwWXWqXwIQ0iOGHxQHg,"Food Trucks, Food, Steakhouses, Restaurants",Las Vegas,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,36.0765176,-115.1533426,Picanha Steak Truck,Southeast,89119,27,4.0,NV
56073,3801 Las Vegas Blvd S,"{'AgesAllowed': '21plus', 'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'CoatCheck': 'True', 'GoodForDancing': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': 'yes'}",LQ09tw2BAREVArATPwer_g,"Nightlife, Dance Clubs",Las Vegas,"{'Wednesday': '22:30-4:0', 'Friday': '22:30-4:0', 'Saturday': '22:30-4:0'}",0,36.099039,-115.17044,RPM Nightclub,The Strip,89109,11,2.5,NV
56399,5775 S Eastern Ave Ste 101,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}",uUfFPIQQcgSq0ydBjeawzQ,"Shopping, Mobile Phones",Las Vegas,"{'Monday': '12:0-17:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",0,36.0847184,-115.1188815,Sprint,Southeast,89119,4,3.0,NV
56530,5006 S Maryland Pkwy,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",sw0qwXeGfKEw13xUfRPm2A,"Indian, Restaurants, Buffets",Las Vegas,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0,36.0987077,-115.136795,Sai India Curry,Southeast,89119,9,3.0,NV
57092,"2375 E Tropicana Ave, Ste 237","{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",Jd3mgs-Ay6W_C_zz70fK-g,"Landscaping, Pressure Washers, Home Services, Refinishing Services, Masonry/Concrete",Las Vegas,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",1,36.0995439,-115.1203563,Paver Sealing Vegas,Southeast,89119,12,4.5,NV
58045,3801 S Las Vegas Blvd,{'BusinessAcceptsCreditCards': 'True'},pqRBTPqJJQ7PcRVDey8PBQ,"Venues & Event Spaces, Nightlife, Event Planning & Services",Las Vegas,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",1,36.0990448,-115.1704519,Havana Room,The Strip,89109,5,3.5,NV
58110,3801 Las Vegas Blvd S,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '3'}",XXCIO_TXCE1uQWPLrJ9wZA,"Massage, Day Spas, Beauty & Spas, Skin Care",Las Vegas,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",1,36.099039,-115.17044,"Glow, a Mandara Spa",The Strip,89109,42,2.5,NV
59163,"5645 S Eastern Ave, Ste 7","{'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",B9dxWJG-8Sp2hbGl8QjUOw,"Men's Hair Salons, Hair Salons, Beauty & Spas, Barbers",Las Vegas,"{'Monday': '9:0-17:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-18:0'}",1,36.0870479,-115.1192015,Tha Line Up Barbershop and Salon,Southeast,89119,160,4.5,NV
59164,"5835 S Eastern Ave, Ste 101","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",6gk6ylpxIFKy5LXkcVZExw,"Drugstores, Shopping",Las Vegas,"{'Monday': '9:0-6:0', 'Tuesday': '9:0-6:0', 'Wednesday': '9:0-6:0', 'Thursday': '9:0-6:0', 'Friday': '9:0-6:0', 'Saturday': '10:0-14:0'}",1,36.080459,-115.119553,Partell Specialty Pharmacy,Southeast,89119,21,2.5,NV
60409,"5775 S Eastern Ave, Ste 106",{'BusinessAcceptsCreditCards': 'True'},VtMcXJA_rB0jvfFTkjHNzw,"Local Services, Shipping Centers, Printing Services, Professional Services, Signmaking",Las Vegas,"{'Monday': '7:30-21:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '8:0-18:0', 'Sunday': '12:0-18:0'}",1,36.0848569,-115.1195138,FedEx Office Print & Ship Center,Southeast,89119,24,2.0,NV
61257,6005 S Eastern Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",RqAP37Oi5Oyo_ZvDg5vcQQ,"Shopping, Electronics, Department Stores, Food, Grocery, Drugstores, Discount Store, Fashion, Mobile Phones",Las Vegas,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",1,36.0803201,-115.1217779,Walmart Supercenter,Southeast,89119,100,2.5,NV
61564,5221 S Eastern Ave,{'GoodForKids': 'True'},fpEB3ImOiSjO94GmGu5x8g,"Performing Arts, Education, Nightlife, Music Venues, Musical Instruments & Teachers, Shopping, Arts & Entertainment, Art Schools, Specialty Schools",Las Vegas,"{'Monday': '14:30-20:0', 'Tuesday': '14:30-20:0', 'Wednesday': '14:30-20:0', 'Thursday': '14:30-20:0', 'Friday': '14:30-20:0', 'Saturday': '10:0-16:0', 'Sunday': '9:0-17:0'}",1,36.0944983,-115.1190599,Berns Music School,Southeast,89119,4,4.0,NV
61856,"Town Square Mall, 6593 Las Vegas Blvd S","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",7B4ZXiaDDcg04_N1A0DG9A,"Restaurants, American (Traditional)",Las Vegas,,0,36.089494,-115.138026,Cadillac Ranch,Southeast,89119,81,2.5,NV
62183,,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Ul4RrIN7cI-62NjMFyjStw,"Office Cleaning, Professional Services, Local Services, Carpet Cleaning, Home Cleaning, Pest Control, Home Services, Window Washing",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0765176,-115.1533426,Free Green Window Cleaning,Southeast,89119,19,5.0,NV
62185,5757 Wayne Newton Blvd,,cjLf6ijfBz1WcsI3WEr-ww,"Transportation, Hotels & Travel, Airlines",Las Vegas,,1,36.086407,-115.149425,Frontier Airlines,Southeast,89119,190,1.5,NV
62487,5050 Paradise Rd,{'BusinessAcceptsCreditCards': 'True'},vZGUi2RRK3XaMlsKhdxqjg,"Car Dealers, Automotive, Car Rental, Hotels & Travel",Las Vegas,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-16:0'}",1,36.0989012,-115.1487518,Discount Auto Sales,Southeast,89119,15,3.0,NV
62489,5645 S Eastern Ave,{'GoodForKids': 'False'},-q8Se--EG27Wpsa6huwnrw,"Supernatural Readings, Shopping, Arts & Entertainment, Spiritual Shop, Life Coach, Psychics, Professional Services",Las Vegas,"{'Monday': '12:0-19:30', 'Tuesday': '12:0-19:30', 'Wednesday': '12:0-19:30', 'Thursday': '12:0-19:30', 'Friday': '12:0-19:30', 'Saturday': '12:0-19:30', 'Sunday': '12:45-19:30'}",1,36.0870194,-115.119232,Psychic Spa,Southeast,89119,24,3.0,NV
62528,,,SwFAudYPh-h2kNjHDK136w,"Appliances & Repair, Local Services",Las Vegas,,1,36.0765176,-115.1533426,Pro Tech Appliance Care,Southeast,89119,3,2.5,NV
62530,727 Wright Bros Ln,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'WiFi': 'free'}",9Fn0aU6gg6oGi9HsE5tlbw,"Irish, Restaurants",Las Vegas,,1,36.0816306995,-115.146902923,Corcoran's Irish Pub,Southeast,89119,19,2.5,NV
62532,"5905 S Eastern Ave, Ste 109","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",O-04UXVtgezKPiQJOll3hg,"Delis, Restaurants, Fast Food, Sandwiches",Las Vegas,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",1,36.0819824,-115.1196025,Firehouse Subs,Southeast,89119,102,4.0,NV
62569,,"{'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'False'}",Qze5W5OmOzZIFRK-O2G_yw,"Barbers, Beauty & Spas, Home Services, Local Services, Damage Restoration, Carpet Cleaning",Las Vegas,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}",1,36.0765176,-115.1533426,Real Steemer,Southeast,89119,37,1.5,NV
62643,,{'BusinessAcceptsCreditCards': 'True'},M8B2y_ums9NHzxptDaa5hQ,"Arts & Entertainment, Bartenders, Event Planning & Services",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0765176,-115.1533426,Slick Bartender,Southeast,89119,9,5.0,NV
